match_id,date,league_id,league_name,home_team_id,home_team,away_team_id,away_team,home_elevation_dif,away_elevation_dif,away_travel,teamA_fr_rag,teamB_fr_rag,minutes_played,time_segment,match_state,player_dif,teamA_xg,teamB_xg,source_segments,first_segment_id,last_segment_id
20668,2024-01-01 20:00:00,5,Premier League,3,Liverpool,13,Team 13,2,12,193,0.604473,0.379268,15,1,0.0,0.0,0.8,0.08,1,119195,119195
20668,2024-01-01 20:00:00,5,Premier League,3,Liverpool,13,Team 13,2,12,193,0.604473,0.379268,15,2,0.0,0.0,1.38,0.0,1,119196,119196
20668,2024-01-01 20:00:00,5,Premier League,3,Liverpool,13,Team 13,2,12,193,0.805964,0.50569,20,3,0.0,0.0,0.6,0.0,1,119197,119197
20668,2024-01-01 20:00:00,5,Premier League,3,Liverpool,13,Team 13,2,12,193,0.394045,0.24771300000000002,10,4,0.0,0.0,0.89,0.0,2,119198,119200
20668,2024-01-01 20:00:00,5,Premier League,3,Liverpool,13,Team 13,2,12,193,0.201491,0.126423,5,4,0.5,0.0,0.52,0.25,1,119199,119199
20668,2024-01-01 20:00:00,5,Premier League,3,Liverpool,13,Team 13,2,12,193,0.558505,0.3234578,14,5,0.0,0.0,1.5599999999999998,0.02,2,119201,119202
20668,2024-01-01 20:00:00,5,Premier League,3,Liverpool,13,Team 13,2,12,193,0.3899138,0.19439859999999998,9,6,0.5,0.0,1.34,0.07,4,119203,119207
20668,2024-01-01 20:00:00,5,Premier League,3,Liverpool,13,Team 13,2,12,193,0.532754,0.25234449999999997,12,6,1.5,0.0,0.31,0.18,2,119205,119208
21032,2024-01-02 17:00:00,6,La Liga,24,Getafe,202,Rayo Vallecano,190,196,9,0.319781,0.334902,15,1,0.0,0.0,0.23,0.0,1,119352,119352
21032,2024-01-02 17:00:00,6,La Liga,24,Getafe,202,Rayo Vallecano,190,196,9,0.319781,0.334902,15,2,0.0,0.0,0.0,0.21,1,119353,119353
21032,2024-01-02 17:00:00,6,La Liga,24,Getafe,202,Rayo Vallecano,190,196,9,0.213187,0.223268,10,3,0.0,0.0,0.05,0.0,1,119354,119354
21032,2024-01-02 17:00:00,6,La Liga,24,Getafe,202,Rayo Vallecano,190,196,9,0.12847,0.127899,6,3,0.0,-0.5,0.0,0.0,1,119355,119355
21032,2024-01-02 17:00:00,6,La Liga,24,Getafe,202,Rayo Vallecano,190,196,9,0.0214116,0.0213165,1,4,0.0,-0.5,0.0,1.07,1,119356,119356
21032,2024-01-02 17:00:00,6,La Liga,24,Getafe,202,Rayo Vallecano,190,196,9,0.0201309,0.0205288,1,4,-0.5,-0.5,0.0,0.43,1,119357,119357
21032,2024-01-02 17:00:00,6,La Liga,24,Getafe,202,Rayo Vallecano,190,196,9,0.0603926,0.0615865,3,4,-1.5,-0.5,0.0,0.0,1,119358,119358
21032,2024-01-02 17:00:00,6,La Liga,24,Getafe,202,Rayo Vallecano,190,196,9,0.1861545,0.1913949,10,4,-1.5,-1.5,0.0,0.12,2,119359,119360
21032,2024-01-02 17:00:00,6,La Liga,24,Getafe,202,Rayo Vallecano,190,196,9,0.253953,0.2698796,15,5,-1.5,-1.5,0.0,0.0,3,119361,119363
21032,2024-01-02 17:00:00,6,La Liga,24,Getafe,202,Rayo Vallecano,190,196,9,0.21795169999999997,0.2963137,15,6,-1.5,-1.5,0.1,0.28,3,119364,119366
21033,2024-01-02 19:15:00,6,La Liga,38,Real Sociedad,523,Alavés,-119,141,78,0.220961,0.208853,15,1,0.0,0.0,0.05,0.05,1,119367,119367
21033,2024-01-02 19:15:00,6,La Liga,38,Real Sociedad,523,Alavés,-119,141,78,0.220961,0.208853,15,2,0.0,0.0,0.32,0.0,1,119368,119368
21033,2024-01-02 19:15:00,6,La Liga,38,Real Sociedad,523,Alavés,-119,141,78,0.0883845,0.0835412,6,3,0.0,0.0,0.04,0.0,1,119369,119369
21033,2024-01-02 19:15:00,6,La Liga,38,Real Sociedad,523,Alavés,-119,141,78,0.1578531,0.1559063,11,3,0.0,-0.5,0.0,0.07,2,119370,119371
21033,2024-01-02 19:15:00,6,La Liga,38,Real Sociedad,523,Alavés,-119,141,78,0.2165927,0.2190809,15,4,0.0,-0.5,0.3,0.05,2,119372,119373
21033,2024-01-02 19:15:00,6,La Liga,38,Real Sociedad,523,Alavés,-119,141,78,0.2289657,0.24767440000000002,15,5,0.0,-0.5,0.0,0.0,2,119374,119375
21033,2024-01-02 19:15:00,6,La Liga,38,Real Sociedad,523,Alavés,-119,141,78,0.1043144,0.09972629999999999,6,6,0.0,-0.5,0.3,0.79,2,119376,119380
21033,2024-01-02 19:15:00,6,La Liga,38,Real Sociedad,523,Alavés,-119,141,78,0.3203956,0.31881689999999996,20,6,-0.5,-0.5,0.25,0.02,3,119377,119379
20669,2024-01-02 19:30:00,5,Premier League,4,Team 4,160,Brighton,-22,11,75,0.386258,0.443404,15,1,0.0,0.0,0.0,0.0,1,119343,119343
20669,2024-01-02 19:30:00,5,Premier League,4,Team 4,160,Brighton,-22,11,75,0.386258,0.443404,15,2,0.0,0.0,0.28,0.02,1,119344,119344
20669,2024-01-02 19:30:00,5,Premier League,4,Team 4,160,Brighton,-22,11,75,0.386258,0.443404,15,3,0.0,0.0,0.02,0.69,1,119345,119345
20669,2024-01-02 19:30:00,5,Premier League,4,Team 4,160,Brighton,-22,11,75,0.386258,0.443404,15,4,0.0,0.0,0.02,0.32,1,119346,119346
20669,2024-01-02 19:30:00,5,Premier League,4,Team 4,160,Brighton,-22,11,75,0.40040430000000005,0.42155509999999996,15,5,0.0,0.0,0.36,0.44,4,119347,119350
20669,2024-01-02 19:30:00,5,Premier League,4,Team 4,160,Brighton,-22,11,75,0.546748,0.442528,20,6,0.0,0.0,0.0,0.92,1,119351,119351
21034,2024-01-02 21:30:00,6,La Liga,37,Valencia,23,Villarreal,-114,-98,57,0.102715,0.0597538,4,1,0.0,0.0,0.35,0.0,1,119381,119381
21034,2024-01-02 21:30:00,6,La Liga,37,Valencia,23,Villarreal,-114,-98,57,0.282466,0.164323,11,1,0.5,0.0,0.47,0.0,1,119382,119382
21034,2024-01-02 21:30:00,6,La Liga,37,Valencia,23,Villarreal,-114,-98,57,0.3006755,0.1817299,12,2,0.5,0.0,0.83,0.09,2,119383,119384
21034,2024-01-02 21:30:00,6,La Liga,37,Valencia,23,Villarreal,-114,-98,57,0.0747953,0.0455559,3,2,1.5,0.0,0.0,0.0,1,119385,119385
21034,2024-01-02 21:30:00,6,La Liga,37,Valencia,23,Villarreal,-114,-98,57,0.373977,0.22778,15,3,1.5,0.0,0.15,0.17,1,119386,119386
21034,2024-01-02 21:30:00,6,La Liga,37,Valencia,23,Villarreal,-114,-98,57,0.3739763,0.2277799,15,4,1.5,0.0,0.83,0.0,2,119387,119388
21034,2024-01-02 21:30:00,6,La Liga,37,Valencia,23,Villarreal,-114,-98,57,0.3745756,0.2325452,15,5,1.5,0.0,0.0,0.24,5,119389,119393
21034,2024-01-02 21:30:00,6,La Liga,37,Valencia,23,Villarreal,-114,-98,57,0.3528973,0.24420770000000003,18,6,1.5,0.0,0.17,0.03,3,119394,119396
21035,2024-01-03 17:00:00,6,La Liga,524,Team 524,21,Team 21,216,-119,249,0.257551,0.262146,15,1,0.0,0.0,0.25,0.16,1,119397,119397
21035,2024-01-03 17:00:00,6,La Liga,524,Team 524,21,Team 21,216,-119,249,0.120191,0.122335,7,2,0.0,0.0,0.94,0.02,1,119398,119398
21035,2024-01-03 17:00:00,6,La Liga,524,Team 524,21,Team 21,216,-119,249,0.137361,0.139811,8,2,0.5,0.0,0.06,0.06,1,119399,119399
21035,2024-01-03 17:00:00,6,La Liga,524,Team 524,21,Team 21,216,-119,249,0.446422,0.454387,26,3,0.5,0.0,0.71,0.09,1,119400,119400
21035,2024-01-03 17:00:00,6,La Liga,524,Team 524,21,Team 21,216,-119,249,0.15534209999999998,0.1585614,9,4,0.5,0.0,0.0,0.16,2,119401,119402
21035,2024-01-03 17:00:00,6,La Liga,524,Team 524,21,Team 21,216,-119,249,0.2656851,0.2980068,16,5,0.5,0.5,0.36000000000000004,0.05,3,119403,119405
21035,2024-01-03 17:00:00,6,La Liga,524,Team 524,21,Team 21,216,-119,249,0.4851941999999999,0.6166396000000001,28,6,1.5,0.5,0.6300000000000001,0.27,7,119406,119412
21036,2024-01-03 19:15:00,6,La Liga,31,Real Madrid,201,Mallorca,236,-93,546,0.263493,0.209014,15,1,0.0,0.0,0.05,0.0,1,119413,119413
21036,2024-01-03 19:15:00,6,La Liga,31,Real Madrid,201,Mallorca,236,-93,546,0.263493,0.209014,15,2,0.0,0.0,0.28,0.0,1,119414,119414
21036,2024-01-03 19:15:00,6,La Liga,31,Real Madrid,201,Mallorca,236,-93,546,0.298626,0.236883,17,3,0.0,0.0,0.11,0.11,1,119415,119415
21036,2024-01-03 19:15:00,6,La Liga,31,Real Madrid,201,Mallorca,236,-93,546,0.2569752,0.20560730000000002,15,4,0.0,0.0,0.12,0.37,2,119416,119417
21036,2024-01-03 19:15:00,6,La Liga,31,Real Madrid,201,Mallorca,236,-93,546,0.236268,0.1652032,13,5,0.0,0.0,1.06,0.0,2,119418,119419
21036,2024-01-03 19:15:00,6,La Liga,31,Real Madrid,201,Mallorca,236,-93,546,0.1010363,0.0528832,5,6,0.0,0.0,0.08,0.0,2,119420,119421
21036,2024-01-03 19:15:00,6,La Liga,31,Real Madrid,201,Mallorca,236,-93,546,0.3043203,0.17628080000000002,15,6,0.5,0.0,0.14,0.1,3,119422,119424
21037,2024-01-03 19:15:00,6,La Liga,25,Celta Vigo,27,Team 27,-119,-117,589,0.102378,0.117068,6,1,0.0,0.0,0.0,0.31,1,119425,119425
21037,2024-01-03 19:15:00,6,La Liga,25,Celta Vigo,27,Team 27,-119,-117,589,0.153568,0.175602,9,1,-0.5,0.0,0.0,0.0,1,119426,119426
21037,2024-01-03 19:15:00,6,La Liga,25,Celta Vigo,27,Team 27,-119,-117,589,0.0170631,0.0195113,1,2,-0.5,0.0,0.79,0.0,1,119427,119427
21037,2024-01-03 19:15:00,6,La Liga,25,Celta Vigo,27,Team 27,-119,-117,589,0.238883,0.273158,14,2,0.0,0.0,0.08,0.02,1,119428,119428
21037,2024-01-03 19:15:00,6,La Liga,25,Celta Vigo,27,Team 27,-119,-117,589,0.273009,0.312181,16,3,0.0,0.0,0.11,0.0,1,119429,119429
21037,2024-01-03 19:15:00,6,La Liga,25,Celta Vigo,27,Team 27,-119,-117,589,0.2567494,0.2945549,15,4,0.0,0.0,0.23,0.2,2,119430,119431
21037,2024-01-03 19:15:00,6,La Liga,25,Celta Vigo,27,Team 27,-119,-117,589,0.2491674,0.2753309,14,5,0.0,0.0,0.060000000000000005,0.12,3,119432,119434
21037,2024-01-03 19:15:00,6,La Liga,25,Celta Vigo,27,Team 27,-119,-117,589,0.2168032,0.21224010000000001,13,6,0.0,0.0,0.11,0.48,2,119435,119436
21037,2024-01-03 19:15:00,6,La Liga,25,Celta Vigo,27,Team 27,-119,-117,589,0.1440274,0.1527563,9,6,0.0,-0.5,1.38,0.0,2,119437,119438
21037,2024-01-03 19:15:00,6,La Liga,25,Celta Vigo,27,Team 27,-119,-117,589,0.0474315,0.051473,3,6,0.5,-0.5,0.0,0.39,1,119439,119439
21038,2024-01-03 21:30:00,6,La Liga,363,Girona,39,Atlético Madrid,-72,208,564,0.0769289,0.07982349999999999,3,1,0.0,0.0,0.61,0.0,2,119440,119442
21038,2024-01-03 21:30:00,6,La Liga,363,Girona,39,Atlético Madrid,-72,208,564,0.307715,0.319294,12,1,0.5,0.0,0.06,0.21,1,119441,119441
21038,2024-01-03 21:30:00,6,La Liga,363,Girona,39,Atlético Madrid,-72,208,564,0.282073,0.292686,11,2,0.0,0.0,0.17,0.0,1,119443,119443
21038,2024-01-03 21:30:00,6,La Liga,363,Girona,39,Atlético Madrid,-72,208,564,0.102572,0.106431,4,2,0.5,0.0,0.51,0.0,1,119444,119444
21038,2024-01-03 21:30:00,6,La Liga,363,Girona,39,Atlético Madrid,-72,208,564,0.359002,0.37251,14,3,0.5,0.0,0.74,0.04,2,119445,119447
21038,2024-01-03 21:30:00,6,La Liga,363,Girona,39,Atlético Madrid,-72,208,564,0.128215,0.133039,5,3,1.5,0.0,0.0,0.48,1,119446,119446
21038,2024-01-03 21:30:00,6,La Liga,363,Girona,39,Atlético Madrid,-72,208,564,0.235108,0.22689779999999998,9,4,0.5,0.0,0.0,1.43,2,119448,119449
21038,2024-01-03 21:30:00,6,La Liga,363,Girona,39,Atlético Madrid,-72,208,564,0.130915,0.125181,5,4,0.0,0.0,0.0,0.07,1,119450,119450
21038,2024-01-03 21:30:00,6,La Liga,363,Girona,39,Atlético Madrid,-72,208,564,0.4316834,0.42368269999999997,16,5,0.0,0.0,0.15000000000000002,0.06,3,119451,119453
21038,2024-01-03 21:30:00,6,La Liga,363,Girona,39,Atlético Madrid,-72,208,564,0.41246249999999995,0.43012999999999996,16,6,0.0,0.0,0.2,0.08,4,119454,119457
21038,2024-01-03 21:30:00,6,La Liga,363,Girona,39,Atlético Madrid,-72,208,564,0.0844697,0.0711234,3,6,0.5,0.0,0.06,0.0,1,119458,119458
21039,2024-01-04 17:00:00,6,La Liga,29,Osasuna,362,Team 362,89,-112,666,0.2540535,0.4251643,15,1,0.0,0.0,0.1,0.11,2,119459,119460
21039,2024-01-04 17:00:00,6,La Liga,29,Osasuna,362,Team 362,89,-112,666,0.20205,0.340875,12,2,0.0,0.0,0.54,0.0,1,119461,119461
21039,2024-01-04 17:00:00,6,La Liga,29,Osasuna,362,Team 362,89,-112,666,0.0505126,0.0852188,3,2,0.5,0.0,0.0,0.0,1,119462,119462
21039,2024-01-04 17:00:00,6,La Liga,29,Osasuna,362,Team 362,89,-112,666,0.252563,0.426094,15,3,0.5,0.0,0.13,0.0,1,119463,119463
21039,2024-01-04 17:00:00,6,La Liga,29,Osasuna,362,Team 362,89,-112,666,0.2646705,0.38140029999999997,15,4,0.5,0.0,0.21,0.09,2,119464,119465
21039,2024-01-04 17:00:00,6,La Liga,29,Osasuna,362,Team 362,89,-112,666,0.29504009999999997,0.4010662,15,5,0.5,0.0,0.0,0.0,3,119466,119468
21039,2024-01-04 17:00:00,6,La Liga,29,Osasuna,362,Team 362,89,-112,666,0.369034,0.38809899999999997,15,6,0.5,0.0,0.3,0.0,2,119469,119470
21040,2024-01-04 19:15:00,6,La Liga,32,Sevilla,33,Athletic Club,-114,-109,702,0.151119,0.368956,15,1,0.0,0.0,0.0,0.0,1,119471,119471
21040,2024-01-04 19:15:00,6,La Liga,32,Sevilla,33,Athletic Club,-114,-109,702,0.151119,0.368956,15,2,0.0,0.0,0.0,0.58,1,119472,119472
21040,2024-01-04 19:15:00,6,La Liga,32,Sevilla,33,Athletic Club,-114,-109,702,0.1596564,0.38842,16,3,-0.5,0.0,0.0,0.06,2,119473,119474
21040,2024-01-04 19:15:00,6,La Liga,32,Sevilla,33,Athletic Club,-114,-109,702,0.146506,0.353555,15,4,-0.5,0.0,0.4,0.39,1,119475,119475
21040,2024-01-04 19:15:00,6,La Liga,32,Sevilla,33,Athletic Club,-114,-109,702,0.1252455,0.33772800000000003,14,5,-0.5,0.0,0.09,0.0,3,119476,119478
21040,2024-01-04 19:15:00,6,La Liga,32,Sevilla,33,Athletic Club,-114,-109,702,0.01271386,0.0415414,2,6,-0.5,0.0,0.0,0.34,2,119479,119480
21040,2024-01-04 19:15:00,6,La Liga,32,Sevilla,33,Athletic Club,-114,-109,702,0.1338957,0.3274938,16,6,-1.5,0.0,0.19,0.0,2,119481,119482
21041,2024-01-04 20:30:00,6,La Liga,522,Team 522,30,Barcelona,-26,-69,2175,0.1603376,0.3896344,12,1,0.0,0.0,0.32,0.05,2,119483,119484
21041,2024-01-04 20:30:00,6,La Liga,522,Team 522,30,Barcelona,-26,-69,2175,0.0399289,0.0975913,3,1,0.5,0.0,0.0,0.15,1,119485,119485
21041,2024-01-04 20:30:00,6,La Liga,522,Team 522,30,Barcelona,-26,-69,2175,0.199645,0.487956,15,2,0.5,0.0,0.13,0.02,1,119486,119486
21041,2024-01-04 20:30:00,6,La Liga,522,Team 522,30,Barcelona,-26,-69,2175,0.239573,0.585548,18,3,0.5,0.0,0.02,0.0,1,119487,119487
21041,2024-01-04 20:30:00,6,La Liga,522,Team 522,30,Barcelona,-26,-69,2175,0.133096,0.325304,10,4,0.5,0.0,0.0,0.07,1,119488,119488
21041,2024-01-04 20:30:00,6,La Liga,522,Team 522,30,Barcelona,-26,-69,2175,0.0532385,0.130122,4,4,0.0,0.0,0.0,0.14,1,119489,119489
21041,2024-01-04 20:30:00,6,La Liga,522,Team 522,30,Barcelona,-26,-69,2175,0.1901907,0.425322,13,5,0.0,0.0,0.0,0.16000000000000003,3,119490,119492
21041,2024-01-04 20:30:00,6,La Liga,522,Team 522,30,Barcelona,-26,-69,2175,0.3100096,0.5746164,19,6,0.0,0.0,0.19,0.19,4,119493,119496
21041,2024-01-04 20:30:00,6,La Liga,522,Team 522,30,Barcelona,-26,-69,2175,0.0340189,0.057858,2,6,0.0,-0.5,0.0,0.79,1,119497,119497
21041,2024-01-04 20:30:00,6,La Liga,522,Team 522,30,Barcelona,-26,-69,2175,0.0850473,0.144645,5,6,-0.5,-0.5,0.0,0.93,1,119498,119498
23616,2024-01-05 18:45:00,11,Primeira Liga,136,Sporting CP,304,Estoril,-17,-27,22,0.472763,0.170523,15,1,0.0,0.0,0.3,0.0,1,119647,119647
23616,2024-01-05 18:45:00,11,Primeira Liga,136,Sporting CP,304,Estoril,-17,-27,22,0.189105,0.0682093,6,2,0.0,0.0,0.87,0.04,1,119648,119648
23616,2024-01-05 18:45:00,11,Primeira Liga,136,Sporting CP,304,Estoril,-17,-27,22,0.283658,0.102314,9,2,0.5,0.0,0.1,0.07,1,119649,119649
23616,2024-01-05 18:45:00,11,Primeira Liga,136,Sporting CP,304,Estoril,-17,-27,22,0.535798,0.19326,17,3,0.5,0.0,0.9,0.0,1,119650,119650
23616,2024-01-05 18:45:00,11,Primeira Liga,136,Sporting CP,304,Estoril,-17,-27,22,0.063035,0.0227364,2,4,0.5,0.0,0.54,0.0,1,119651,119651
23616,2024-01-05 18:45:00,11,Primeira Liga,136,Sporting CP,304,Estoril,-17,-27,22,0.3937395,0.1525123,13,4,1.5,0.0,0.16999999999999998,0.6,3,119652,119654
23616,2024-01-05 18:45:00,11,Primeira Liga,136,Sporting CP,304,Estoril,-17,-27,22,0.36864030000000003,0.1704368,13,5,1.5,0.0,0.25,0.02,5,119655,119659
23616,2024-01-05 18:45:00,11,Primeira Liga,136,Sporting CP,304,Estoril,-17,-27,22,0.5171416,0.16643729000000002,18,6,1.5,0.0,1.25,0.53,6,119660,119665
22028,2024-01-05 20:45:00,8,Serie A,73,Bologna,562,Genoa,-19,-38,187,0.248891,0.207388,15,1,0.0,0.0,0.15,0.0,1,119499,119499
22028,2024-01-05 20:45:00,8,Serie A,73,Bologna,562,Genoa,-19,-38,187,0.0829637,0.0691294,5,2,0.0,0.0,0.1,0.04,1,119500,119500
22028,2024-01-05 20:45:00,8,Serie A,73,Bologna,562,Genoa,-19,-38,187,0.165927,0.138259,10,2,-0.5,0.0,0.0,0.0,1,119501,119501
22028,2024-01-05 20:45:00,8,Serie A,73,Bologna,562,Genoa,-19,-38,187,0.265484,0.221214,16,3,-0.5,0.0,0.16,0.03,1,119502,119502
22028,2024-01-05 20:45:00,8,Serie A,73,Bologna,562,Genoa,-19,-38,187,0.252758,0.2135155,15,4,-0.5,0.0,0.15,0.0,2,119503,119504
22028,2024-01-05 20:45:00,8,Serie A,73,Bologna,562,Genoa,-19,-38,187,0.25551,0.2186262,15,5,-0.5,0.0,0.13,0.0,2,119505,119506
22028,2024-01-05 20:45:00,8,Serie A,73,Bologna,562,Genoa,-19,-38,187,0.3212049,0.29937860000000005,20,6,-0.5,0.0,0.63,0.0,4,119507,119510
22028,2024-01-05 20:45:00,8,Serie A,73,Bologna,562,Genoa,-19,-38,187,0.0494073,0.0477351,3,6,0.0,0.0,0.0,0.06,1,119511,119511
23617,2024-01-05 20:45:00,11,Primeira Liga,131,Team 131,125,Porto,-21,-2,5,0.200637,0.368949,15,1,0.0,0.0,0.0,0.08,1,119666,119666
23617,2024-01-05 20:45:00,11,Primeira Liga,131,Team 131,125,Porto,-21,-2,5,0.1337576,0.2459662,10,2,0.0,0.0,0.0,0.88,2,119667,119669
23617,2024-01-05 20:45:00,11,Primeira Liga,131,Team 131,125,Porto,-21,-2,5,0.0668789,0.122983,5,2,-0.5,0.0,0.25,0.0,1,119668,119668
23617,2024-01-05 20:45:00,11,Primeira Liga,131,Team 131,125,Porto,-21,-2,5,0.240764,0.442739,18,3,0.0,0.0,0.05,0.04,1,119670,119670
23617,2024-01-05 20:45:00,11,Primeira Liga,131,Team 131,125,Porto,-21,-2,5,0.200637,0.368949,15,4,0.0,0.0,0.13,0.38,1,119671,119671
23617,2024-01-05 20:45:00,11,Primeira Liga,131,Team 131,125,Porto,-21,-2,5,0.1753008,0.3759966,15,5,0.0,0.0,0.0,0.31000000000000005,4,119672,119675
23617,2024-01-05 20:45:00,11,Primeira Liga,131,Team 131,125,Porto,-21,-2,5,0.12707154,0.31261839999999996,13,6,0.0,0.0,0.0,0.1,3,119676,119678
23617,2024-01-05 20:45:00,11,Primeira Liga,131,Team 131,125,Porto,-21,-2,5,0.137341,0.324302,13,6,0.0,-0.5,0.01,0.32,1,119679,119679
22029,2024-01-06 12:30:00,8,Serie A,68,Inter,78,Hellas Verona,37,-21,144,0.400883,0.1139,13,1,0.0,0.0,0.33,0.12,1,119512,119512
22029,2024-01-06 12:30:00,8,Serie A,68,Inter,78,Hellas Verona,37,-21,144,0.0616743,0.017523,2,1,0.5,0.0,0.0,0.0,1,119513,119513
22029,2024-01-06 12:30:00,8,Serie A,68,Inter,78,Hellas Verona,37,-21,144,0.462557,0.131423,15,2,0.5,0.0,0.03,0.22,1,119514,119514
22029,2024-01-06 12:30:00,8,Serie A,68,Inter,78,Hellas Verona,37,-21,144,0.493394,0.140184,16,3,0.5,0.0,0.18,0.0,1,119515,119515
22029,2024-01-06 12:30:00,8,Serie A,68,Inter,78,Hellas Verona,37,-21,144,0.4777811,0.14032452,15,4,0.5,0.0,0.09,0.06,2,119516,119517
22029,2024-01-06 12:30:00,8,Serie A,68,Inter,78,Hellas Verona,37,-21,144,0.43559119999999996,0.13455212,14,5,0.5,0.0,0.1,0.16,4,119518,119521
22029,2024-01-06 12:30:00,8,Serie A,68,Inter,78,Hellas Verona,37,-21,144,0.6308392,0.2070564,19,6,0.0,0.0,1.15,0.0,5,119522,119526
22029,2024-01-06 12:30:00,8,Serie A,68,Inter,78,Hellas Verona,37,-21,144,0.0635753,0.0235195,2,6,0.5,0.0,0.0,0.0,1,119527,119527
22029,2024-01-06 12:30:00,8,Serie A,68,Inter,78,Hellas Verona,37,-21,144,0.215325,0.0801242,7,6,0.5,0.5,0.08,0.83,1,119528,119528
22030,2024-01-06 15:00:00,8,Serie A,561,Team 561,401,Team 401,41,29,545,0.309581,0.338596,15,1,0.0,0.0,0.02,0.04,1,119529,119529
22030,2024-01-06 15:00:00,8,Serie A,561,Team 561,401,Team 401,41,29,545,0.0619163,0.0677192,3,2,0.0,0.0,0.0,0.46,1,119530,119530
22030,2024-01-06 15:00:00,8,Serie A,561,Team 561,401,Team 401,41,29,545,0.247665,0.270877,12,2,-0.5,0.0,0.02,0.02,1,119531,119531
22030,2024-01-06 15:00:00,8,Serie A,561,Team 561,401,Team 401,41,29,545,0.3117914,0.3410141,15,3,-0.5,0.0,0.01,0.79,2,119532,119533
22030,2024-01-06 15:00:00,8,Serie A,561,Team 561,401,Team 401,41,29,545,0.3063963,0.3151679,15,4,-1.5,0.0,0.21000000000000002,0.02,4,119534,119537
22030,2024-01-06 15:00:00,8,Serie A,561,Team 561,401,Team 401,41,29,545,0.355115,0.266604,15,5,-1.5,0.0,0.1,0.0,1,119538,119538
22030,2024-01-06 15:00:00,8,Serie A,561,Team 561,401,Team 401,41,29,545,0.0236743,0.0177736,1,6,-1.5,-0.5,0.79,0.0,1,119539,119539
22030,2024-01-06 15:00:00,8,Serie A,561,Team 561,401,Team 401,41,29,545,0.4194983,0.2769359,18,6,-0.5,-0.5,0.01,0.0,4,119540,119543
23618,2024-01-06 15:30:00,11,Primeira Liga,624,Team 624,133,Gil Vicente FC,-50,-31,507,0.3425,0.368016,15,1,0.0,0.0,0.03,0.49,1,119680,119680
23618,2024-01-06 15:30:00,11,Primeira Liga,624,Team 624,133,Gil Vicente FC,-50,-31,507,0.3425,0.368016,15,2,0.0,0.0,0.63,0.33,1,119681,119681
23618,2024-01-06 15:30:00,11,Primeira Liga,624,Team 624,133,Gil Vicente FC,-50,-31,507,0.3425,0.368016,15,3,0.0,0.0,0.17,0.03,1,119682,119682
23618,2024-01-06 15:30:00,11,Primeira Liga,624,Team 624,133,Gil Vicente FC,-50,-31,507,0.3371741,0.3694398,15,4,0.0,0.0,0.41,0.04,2,119683,119684
23618,2024-01-06 15:30:00,11,Primeira Liga,624,Team 624,133,Gil Vicente FC,-50,-31,507,0.299108,0.35860559999999997,15,5,0.0,0.0,0.08,0.36,3,119685,119687
23618,2024-01-06 15:30:00,11,Primeira Liga,624,Team 624,133,Gil Vicente FC,-50,-31,507,0.2757345,0.36417740000000004,16,6,0.0,0.0,0.89,0.03,3,119688,119690
23618,2024-01-06 15:30:00,11,Primeira Liga,624,Team 624,133,Gil Vicente FC,-50,-31,507,0.0492663,0.064883,3,6,0.5,0.0,0.0,0.01,1,119691,119691
23619,2024-01-06 15:30:00,11,Primeira Liga,467,Estrela,305,Team 305,-1,54,303,0.112132,0.148409,7,1,0.0,0.0,0.48,0.0,1,119692,119692
23619,2024-01-06 15:30:00,11,Primeira Liga,467,Estrela,305,Team 305,-1,54,303,0.128151,0.169611,8,1,0.5,0.0,0.0,0.02,1,119693,119693
23619,2024-01-06 15:30:00,11,Primeira Liga,467,Estrela,305,Team 305,-1,54,303,0.23807240000000002,0.314291,15,2,0.5,0.0,0.05,0.4,2,119694,119695
23619,2024-01-06 15:30:00,11,Primeira Liga,467,Estrela,305,Team 305,-1,54,303,0.233653,0.306831,15,3,0.5,0.0,0.07,0.11,1,119696,119696
23619,2024-01-06 15:30:00,11,Primeira Liga,467,Estrela,305,Team 305,-1,54,303,0.0448371,0.0648193,3,4,0.5,0.0,0.01,0.1,2,119697,119698
23619,2024-01-06 15:30:00,11,Primeira Liga,467,Estrela,305,Team 305,-1,54,303,0.1797233,0.2756286,12,4,0.0,0.0,0.24000000000000002,0.11,3,119699,119701
23619,2024-01-06 15:30:00,11,Primeira Liga,467,Estrela,305,Team 305,-1,54,303,0.242643,0.367854,15,5,0.0,0.0,0.26,0.06,2,119702,119703
23619,2024-01-06 15:30:00,11,Primeira Liga,467,Estrela,305,Team 305,-1,54,303,0.37155770000000005,0.5435404,23,6,0.0,0.0,0.62,0.16,3,119704,119706
22031,2024-01-06 18:00:00,8,Serie A,403,Lecce,563,Cagliari,-32,-51,786,0.261513,0.310659,15,1,0.0,0.0,0.21,0.14,1,119544,119544
22031,2024-01-06 18:00:00,8,Serie A,403,Lecce,563,Cagliari,-32,-51,786,0.261513,0.310659,15,2,0.0,0.0,0.18,0.07,1,119545,119545
22031,2024-01-06 18:00:00,8,Serie A,403,Lecce,563,Cagliari,-32,-51,786,0.0174342,0.0207106,1,3,0.0,0.0,0.25,0.0,1,119546,119546
22031,2024-01-06 18:00:00,8,Serie A,403,Lecce,563,Cagliari,-32,-51,786,0.244078,0.289948,14,3,0.5,0.0,0.67,0.11,1,119547,119547
