segment_id,match_id,date,home_team,away_team,teamA_players,teamB_players,teamA_xg,teamB_xg,minutes_played
78000,13614,2022-12-29 17:00:00,Girona,Rayo Vallecano,"[""Paulo Gazzaniga_13_G"", ""Miguel Gutiérrez_3_G"", ""Arnau Martinez_4_G"", ""David López_5_G"", ""Cristhian Stuani_7_G"", ""Aleix García_14_G"", ""Toni Villa_19_G"", ""Oriol Romeu_14_G"", ""Valery Fernández_11_G"", ""Santiago Bueno_22_G"", ""Samuel Sáiz_10_G""]","[""Stole Dimitrievski_1_RV"", ""Fran Garcia_3_RV"", ""Radamel Falcao_9_RV"", ""Isaac Palazón Camacho_7_RV"", ""Unai López_17_RV"", ""Abdul Mumin_16_RV"", ""Álvaro García_18_RV"", ""Florian Lejeune_24_RV"", ""Iván Balliu_20_RV"", ""Pathé Ciss_6_RV"", ""Sergio Camello_14_RV""]",0.0,0.17,2
78001,13614,2022-12-29 17:00:00,Girona,Rayo Vallecano,"[""Paulo Gazzaniga_13_G"", ""Miguel Gutiérrez_3_G"", ""Arnau Martinez_4_G"", ""David López_5_G"", ""Cristhian Stuani_7_G"", ""Aleix García_14_G"", ""Toni Villa_19_G"", ""Oriol Romeu_14_G"", ""Valery Fernández_11_G"", ""Santiago Bueno_22_G"", ""Samuel Sáiz_10_G""]","[""Stole Dimitrievski_1_RV"", ""Fran Garcia_3_RV"", ""Radamel Falcao_9_RV"", ""Isaac Palazón Camacho_7_RV"", ""Unai López_17_RV"", ""Abdul Mumin_16_RV"", ""Álvaro García_18_RV"", ""Florian Lejeune_24_RV"", ""Iván Balliu_20_RV"", ""Pathé Ciss_6_RV"", ""Sergio Camello_14_RV""]",0.07,0.04,13
78002,13614,2022-12-29 17:00:00,Girona,Rayo Vallecano,"[""Paulo Gazzaniga_13_G"", ""Miguel Gutiérrez_3_G"", ""Arnau Martinez_4_G"", ""David López_5_G"", ""Cristhian Stuani_7_G"", ""Aleix García_14_G"", ""Toni Villa_19_G"", ""Oriol Romeu_14_G"", ""Valery Fernández_11_G"", ""Santiago Bueno_22_G"", ""Samuel Sáiz_10_G""]","[""Stole Dimitrievski_1_RV"", ""Fran Garcia_3_RV"", ""Radamel Falcao_9_RV"", ""Isaac Palazón Camacho_7_RV"", ""Unai López_17_RV"", ""Abdul Mumin_16_RV"", ""Álvaro García_18_RV"", ""Florian Lejeune_24_RV"", ""Iván Balliu_20_RV"", ""Pathé Ciss_6_RV"", ""Sergio Camello_14_RV""]",0.05,0.0,15
78003,13614,2022-12-29 17:00:00,Girona,Rayo Vallecano,"[""Paulo Gazzaniga_13_G"", ""Miguel Gutiérrez_3_G"", ""Arnau Martinez_4_G"", ""David López_5_G"", ""Cristhian Stuani_7_G"", ""Aleix García_14_G"", ""Toni Villa_19_G"", ""Oriol Romeu_14_G"", ""Valery Fernández_11_G"", ""Santiago Bueno_22_G"", ""Samuel Sáiz_10_G""]","[""Stole Dimitrievski_1_RV"", ""Fran Garcia_3_RV"", ""Radamel Falcao_9_RV"", ""Isaac Palazón Camacho_7_RV"", ""Unai López_17_RV"", ""Abdul Mumin_16_RV"", ""Álvaro García_18_RV"", ""Florian Lejeune_24_RV"", ""Iván Balliu_20_RV"", ""Pathé Ciss_6_RV"", ""Sergio Camello_14_RV""]",0.79,0.0,4
78004,13614,2022-12-29 17:00:00,Girona,Rayo Vallecano,"[""Paulo Gazzaniga_13_G"", ""Miguel Gutiérrez_3_G"", ""Arnau Martinez_4_G"", ""David López_5_G"", ""Cristhian Stuani_7_G"", ""Aleix García_14_G"", ""Toni Villa_19_G"", ""Oriol Romeu_14_G"", ""Valery Fernández_11_G"", ""Santiago Bueno_22_G"", ""Samuel Sáiz_10_G""]","[""Stole Dimitrievski_1_RV"", ""Fran Garcia_3_RV"", ""Radamel Falcao_9_RV"", ""Isaac Palazón Camacho_7_RV"", ""Unai López_17_RV"", ""Abdul Mumin_16_RV"", ""Álvaro García_18_RV"", ""Florian Lejeune_24_RV"", ""Iván Balliu_20_RV"", ""Pathé Ciss_6_RV"", ""Sergio Camello_14_RV""]",0.23,0.0,11
78005,13614,2022-12-29 17:00:00,Girona,Rayo Vallecano,"[""Paulo Gazzaniga_13_G"", ""Miguel Gutiérrez_3_G"", ""Arnau Martinez_4_G"", ""David López_5_G"", ""Cristhian Stuani_7_G"", ""Aleix García_14_G"", ""Toni Villa_19_G"", ""Oriol Romeu_14_G"", ""Valery Fernández_11_G"", ""Santiago Bueno_22_G"", ""Samuel Sáiz_10_G""]","[""Stole Dimitrievski_1_RV"", ""Fran Garcia_3_RV"", ""Radamel Falcao_9_RV"", ""Isaac Palazón Camacho_7_RV"", ""Unai López_17_RV"", ""Abdul Mumin_16_RV"", ""Álvaro García_18_RV"", ""Florian Lejeune_24_RV"", ""Iván Balliu_20_RV"", ""Pathé Ciss_6_RV"", ""Sergio Camello_14_RV""]",0.22,0.15,15
78006,13614,2022-12-29 17:00:00,Girona,Rayo Vallecano,"[""Paulo Gazzaniga_13_G"", ""Miguel Gutiérrez_3_G"", ""Arnau Martinez_4_G"", ""David López_5_G"", ""Cristhian Stuani_7_G"", ""Aleix García_14_G"", ""Toni Villa_19_G"", ""Oriol Romeu_14_G"", ""Valery Fernández_11_G"", ""Santiago Bueno_22_G"", ""Samuel Sáiz_10_G""]","[""Stole Dimitrievski_1_RV"", ""Fran Garcia_3_RV"", ""Radamel Falcao_9_RV"", ""Isaac Palazón Camacho_7_RV"", ""Unai López_17_RV"", ""Abdul Mumin_16_RV"", ""Álvaro García_18_RV"", ""Florian Lejeune_24_RV"", ""Iván Balliu_20_RV"", ""Pathé Ciss_6_RV"", ""Sergio Camello_14_RV""]",0.0,0.13,2
78007,13614,2022-12-29 17:00:00,Girona,Rayo Vallecano,"[""Paulo Gazzaniga_13_G"", ""Miguel Gutiérrez_3_G"", ""Arnau Martinez_4_G"", ""David López_5_G"", ""Cristhian Stuani_7_G"", ""Aleix García_14_G"", ""Toni Villa_19_G"", ""Oriol Romeu_14_G"", ""Valery Fernández_11_G"", ""Santiago Bueno_22_G"", ""Samuel Sáiz_10_G""]","[""Stole Dimitrievski_1_RV"", ""Fran Garcia_3_RV"", ""Radamel Falcao_9_RV"", ""Isaac Palazón Camacho_7_RV"", ""Unai López_17_RV"", ""Abdul Mumin_16_RV"", ""Álvaro García_18_RV"", ""Florian Lejeune_24_RV"", ""Iván Balliu_20_RV"", ""Pathé Ciss_6_RV"", ""Sergio Camello_14_RV""]",0.0,0.3,9
78008,13614,2022-12-29 17:00:00,Girona,Rayo Vallecano,"[""Paulo Gazzaniga_13_G"", ""Miguel Gutiérrez_3_G"", ""Arnau Martinez_4_G"", ""David López_5_G"", ""Cristhian Stuani_7_G"", ""Aleix García_14_G"", ""Toni Villa_19_G"", ""Oriol Romeu_14_G"", ""Valery Fernández_11_G"", ""Santiago Bueno_22_G"", ""Samuel Sáiz_10_G""]","[""Stole Dimitrievski_1_RV"", ""Fran Garcia_3_RV"", ""Radamel Falcao_9_RV"", ""Isaac Palazón Camacho_7_RV"", ""Unai López_17_RV"", ""Abdul Mumin_16_RV"", ""Álvaro García_18_RV"", ""Florian Lejeune_24_RV"", ""Iván Balliu_20_RV"", ""Pathé Ciss_6_RV"", ""Sergio Camello_14_RV""]",0.0,0.0,1
78009,13614,2022-12-29 17:00:00,Girona,Rayo Vallecano,"[""Paulo Gazzaniga_13_G"", ""Miguel Gutiérrez_3_G"", ""Arnau Martinez_4_G"", ""David López_5_G"", ""Cristhian Stuani_7_G"", ""Aleix García_14_G"", ""Toni Villa_19_G"", ""Oriol Romeu_14_G"", ""Valery Fernández_11_G"", ""Santiago Bueno_22_G"", ""Samuel Sáiz_10_G""]","[""Stole Dimitrievski_1_RV"", ""Fran Garcia_3_RV"", ""Radamel Falcao_9_RV"", ""Isaac Palazón Camacho_7_RV"", ""Unai López_17_RV"", ""Abdul Mumin_16_RV"", ""Álvaro García_18_RV"", ""Florian Lejeune_24_RV"", ""Iván Balliu_20_RV"", ""Pathé Ciss_6_RV"", ""Sergio Camello_14_RV""]",0.97,0.0,3
78010,13614,2022-12-29 17:00:00,Girona,Rayo Vallecano,"[""Paulo Gazzaniga_13_G"", ""Miguel Gutiérrez_3_G"", ""Arnau Martinez_4_G"", ""David López_5_G"", ""Cristhian Stuani_7_G"", ""Aleix García_14_G"", ""Toni Villa_19_G"", ""Oriol Romeu_14_G"", ""Valery Fernández_11_G"", ""Santiago Bueno_22_G"", ""Samuel Sáiz_10_G""]","[""Stole Dimitrievski_1_RV"", ""Fran Garcia_3_RV"", ""Radamel Falcao_9_RV"", ""Isaac Palazón Camacho_7_RV"", ""Unai López_17_RV"", ""Abdul Mumin_16_RV"", ""Álvaro García_18_RV"", ""Florian Lejeune_24_RV"", ""Iván Balliu_20_RV"", ""Pathé Ciss_6_RV"", ""Sergio Camello_14_RV""]",0.0,0.0,4
78011,13614,2022-12-29 17:00:00,Girona,Rayo Vallecano,"[""Paulo Gazzaniga_13_G"", ""Miguel Gutiérrez_3_G"", ""Arnau Martinez_4_G"", ""David López_5_G"", ""Cristhian Stuani_7_G"", ""Aleix García_14_G"", ""Toni Villa_19_G"", ""Oriol Romeu_14_G"", ""Valery Fernández_11_G"", ""Santiago Bueno_22_G"", ""Samuel Sáiz_10_G""]","[""Stole Dimitrievski_1_RV"", ""Fran Garcia_3_RV"", ""Radamel Falcao_9_RV"", ""Isaac Palazón Camacho_7_RV"", ""Unai López_17_RV"", ""Abdul Mumin_16_RV"", ""Álvaro García_18_RV"", ""Florian Lejeune_24_RV"", ""Iván Balliu_20_RV"", ""Pathé Ciss_6_RV"", ""Sergio Camello_14_RV""]",0.12,0.25,12
78012,13615,2022-12-29 19:15:00,Team 27,Athletic Club,"[""Rui Silva_1_B"", ""Nabil Fekir_8_B"", ""Willian José_12_B"", ""Juanmi_7_B"", ""Joaquín_17_B"", ""William Carvalho_14_B"", ""Álex Moreno_15_B"", ""Andrés Guardado_18_B"", ""Luiz Felipe_19_B"", ""Aitor Ruibal_24_B"", ""Felix Garreta_35_B""]","[""Unai Simón_1_AC"", ""Daniel Vivian_3_AC"", ""Yeray Álvarez_5_AC"", ""Mikel Vesga_6_AC"", ""Iker Muniain_10_AC"", ""Álex Berenguer_7_AC"", ""Nico Williams_10_AC"", ""Raúl García_22_AC"", ""Oier Zarraga_19_AC"", ""Yuri Berchiche_17_AC"", ""Óscar de Marcos_18_AC""]",0.1,0.01,15
78013,13615,2022-12-29 19:15:00,Team 27,Athletic Club,"[""Rui Silva_1_B"", ""Nabil Fekir_8_B"", ""Willian José_12_B"", ""Juanmi_7_B"", ""Joaquín_17_B"", ""William Carvalho_14_B"", ""Álex Moreno_15_B"", ""Andrés Guardado_18_B"", ""Luiz Felipe_19_B"", ""Aitor Ruibal_24_B"", ""Felix Garreta_35_B""]","[""Unai Simón_1_AC"", ""Daniel Vivian_3_AC"", ""Yeray Álvarez_5_AC"", ""Mikel Vesga_6_AC"", ""Iker Muniain_10_AC"", ""Álex Berenguer_7_AC"", ""Nico Williams_10_AC"", ""Raúl García_22_AC"", ""Oier Zarraga_19_AC"", ""Yuri Berchiche_17_AC"", ""Óscar de Marcos_18_AC""]",0.0,0.0,15
78014,13615,2022-12-29 19:15:00,Team 27,Athletic Club,"[""Rui Silva_1_B"", ""Nabil Fekir_8_B"", ""Willian José_12_B"", ""Juanmi_7_B"", ""Joaquín_17_B"", ""William Carvalho_14_B"", ""Álex Moreno_15_B"", ""Andrés Guardado_18_B"", ""Luiz Felipe_19_B"", ""Aitor Ruibal_24_B"", ""Felix Garreta_35_B""]","[""Unai Simón_1_AC"", ""Daniel Vivian_3_AC"", ""Yeray Álvarez_5_AC"", ""Mikel Vesga_6_AC"", ""Iker Muniain_10_AC"", ""Álex Berenguer_7_AC"", ""Nico Williams_10_AC"", ""Raúl García_22_AC"", ""Oier Zarraga_19_AC"", ""Yuri Berchiche_17_AC"", ""Óscar de Marcos_18_AC""]",0.04,0.12,15
78015,13615,2022-12-29 19:15:00,Team 27,Athletic Club,"[""Rui Silva_1_B"", ""Nabil Fekir_8_B"", ""Willian José_12_B"", ""Juanmi_7_B"", ""Joaquín_17_B"", ""William Carvalho_14_B"", ""Álex Moreno_15_B"", ""Andrés Guardado_18_B"", ""Luiz Felipe_19_B"", ""Aitor Ruibal_24_B"", ""Felix Garreta_35_B""]","[""Unai Simón_1_AC"", ""Daniel Vivian_3_AC"", ""Yeray Álvarez_5_AC"", ""Mikel Vesga_6_AC"", ""Iker Muniain_10_AC"", ""Álex Berenguer_7_AC"", ""Nico Williams_10_AC"", ""Raúl García_22_AC"", ""Oier Zarraga_19_AC"", ""Yuri Berchiche_17_AC"", ""Óscar de Marcos_18_AC""]",0.1,0.03,15
78016,13615,2022-12-29 19:15:00,Team 27,Athletic Club,"[""Rui Silva_1_B"", ""Nabil Fekir_8_B"", ""Willian José_12_B"", ""Juanmi_7_B"", ""Joaquín_17_B"", ""William Carvalho_14_B"", ""Álex Moreno_15_B"", ""Andrés Guardado_18_B"", ""Luiz Felipe_19_B"", ""Aitor Ruibal_24_B"", ""Felix Garreta_35_B""]","[""Unai Simón_1_AC"", ""Daniel Vivian_3_AC"", ""Yeray Álvarez_5_AC"", ""Mikel Vesga_6_AC"", ""Iker Muniain_10_AC"", ""Álex Berenguer_7_AC"", ""Nico Williams_10_AC"", ""Raúl García_22_AC"", ""Oier Zarraga_19_AC"", ""Yuri Berchiche_17_AC"", ""Óscar de Marcos_18_AC""]",0.1,0.02,6
78017,13615,2022-12-29 19:15:00,Team 27,Athletic Club,"[""Rui Silva_1_B"", ""Nabil Fekir_8_B"", ""Willian José_12_B"", ""Juanmi_7_B"", ""Joaquín_17_B"", ""William Carvalho_14_B"", ""Álex Moreno_15_B"", ""Andrés Guardado_18_B"", ""Luiz Felipe_19_B"", ""Aitor Ruibal_24_B"", ""Felix Garreta_35_B""]","[""Unai Simón_1_AC"", ""Daniel Vivian_3_AC"", ""Yeray Álvarez_5_AC"", ""Mikel Vesga_6_AC"", ""Iker Muniain_10_AC"", ""Álex Berenguer_7_AC"", ""Nico Williams_10_AC"", ""Raúl García_22_AC"", ""Oier Zarraga_19_AC"", ""Yuri Berchiche_17_AC"", ""Óscar de Marcos_18_AC""]",0.0,0.0,1
78018,13615,2022-12-29 19:15:00,Team 27,Athletic Club,"[""Rui Silva_1_B"", ""Nabil Fekir_8_B"", ""Willian José_12_B"", ""Juanmi_7_B"", ""Joaquín_17_B"", ""William Carvalho_14_B"", ""Álex Moreno_15_B"", ""Andrés Guardado_18_B"", ""Luiz Felipe_19_B"", ""Aitor Ruibal_24_B"", ""Felix Garreta_35_B""]","[""Unai Simón_1_AC"", ""Daniel Vivian_3_AC"", ""Yeray Álvarez_5_AC"", ""Mikel Vesga_6_AC"", ""Iker Muniain_10_AC"", ""Álex Berenguer_7_AC"", ""Nico Williams_10_AC"", ""Raúl García_22_AC"", ""Oier Zarraga_19_AC"", ""Yuri Berchiche_17_AC"", ""Óscar de Marcos_18_AC""]",0.04,0.06,5
78019,13615,2022-12-29 19:15:00,Team 27,Athletic Club,"[""Rui Silva_1_B"", ""Nabil Fekir_8_B"", ""Willian José_12_B"", ""Juanmi_7_B"", ""Joaquín_17_B"", ""William Carvalho_14_B"", ""Álex Moreno_15_B"", ""Andrés Guardado_18_B"", ""Luiz Felipe_19_B"", ""Aitor Ruibal_24_B"", ""Felix Garreta_35_B""]","[""Unai Simón_1_AC"", ""Daniel Vivian_3_AC"", ""Yeray Álvarez_5_AC"", ""Mikel Vesga_6_AC"", ""Iker Muniain_10_AC"", ""Álex Berenguer_7_AC"", ""Nico Williams_10_AC"", ""Raúl García_22_AC"", ""Oier Zarraga_19_AC"", ""Yuri Berchiche_17_AC"", ""Óscar de Marcos_18_AC""]",0.0,0.0,3
78020,13615,2022-12-29 19:15:00,Team 27,Athletic Club,"[""Rui Silva_1_B"", ""Nabil Fekir_8_B"", ""Willian José_12_B"", ""Juanmi_7_B"", ""Joaquín_17_B"", ""William Carvalho_14_B"", ""Álex Moreno_15_B"", ""Andrés Guardado_18_B"", ""Luiz Felipe_19_B"", ""Aitor Ruibal_24_B"", ""Felix Garreta_35_B""]","[""Unai Simón_1_AC"", ""Daniel Vivian_3_AC"", ""Yeray Álvarez_5_AC"", ""Mikel Vesga_6_AC"", ""Iker Muniain_10_AC"", ""Álex Berenguer_7_AC"", ""Nico Williams_10_AC"", ""Raúl García_22_AC"", ""Oier Zarraga_19_AC"", ""Yuri Berchiche_17_AC"", ""Óscar de Marcos_18_AC""]",0.0,0.0,2
78021,13615,2022-12-29 19:15:00,Team 27,Athletic Club,"[""Rui Silva_1_B"", ""Nabil Fekir_8_B"", ""Willian José_12_B"", ""Juanmi_7_B"", ""Joaquín_17_B"", ""William Carvalho_14_B"", ""Álex Moreno_15_B"", ""Andrés Guardado_18_B"", ""Luiz Felipe_19_B"", ""Aitor Ruibal_24_B"", ""Felix Garreta_35_B""]","[""Unai Simón_1_AC"", ""Daniel Vivian_3_AC"", ""Yeray Álvarez_5_AC"", ""Mikel Vesga_6_AC"", ""Iker Muniain_10_AC"", ""Álex Berenguer_7_AC"", ""Nico Williams_10_AC"", ""Raúl García_22_AC"", ""Oier Zarraga_19_AC"", ""Yuri Berchiche_17_AC"", ""Óscar de Marcos_18_AC""]",0.0,0.12,7
78022,13615,2022-12-29 19:15:00,Team 27,Athletic Club,"[""Rui Silva_1_B"", ""Nabil Fekir_8_B"", ""Willian José_12_B"", ""Juanmi_7_B"", ""Joaquín_17_B"", ""William Carvalho_14_B"", ""Álex Moreno_15_B"", ""Andrés Guardado_18_B"", ""Luiz Felipe_19_B"", ""Aitor Ruibal_24_B"", ""Felix Garreta_35_B""]","[""Unai Simón_1_AC"", ""Daniel Vivian_3_AC"", ""Yeray Álvarez_5_AC"", ""Mikel Vesga_6_AC"", ""Iker Muniain_10_AC"", ""Álex Berenguer_7_AC"", ""Nico Williams_10_AC"", ""Raúl García_22_AC"", ""Oier Zarraga_19_AC"", ""Yuri Berchiche_17_AC"", ""Óscar de Marcos_18_AC""]",0.0,0.0,1
78023,13615,2022-12-29 19:15:00,Team 27,Athletic Club,"[""Rui Silva_1_B"", ""Nabil Fekir_8_B"", ""Willian José_12_B"", ""Juanmi_7_B"", ""Joaquín_17_B"", ""William Carvalho_14_B"", ""Álex Moreno_15_B"", ""Andrés Guardado_18_B"", ""Luiz Felipe_19_B"", ""Aitor Ruibal_24_B"", ""Felix Garreta_35_B""]","[""Unai Simón_1_AC"", ""Daniel Vivian_3_AC"", ""Yeray Álvarez_5_AC"", ""Mikel Vesga_6_AC"", ""Iker Muniain_10_AC"", ""Álex Berenguer_7_AC"", ""Nico Williams_10_AC"", ""Raúl García_22_AC"", ""Oier Zarraga_19_AC"", ""Yuri Berchiche_17_AC"", ""Óscar de Marcos_18_AC""]",0.1,0.09,11
78024,13616,2022-12-29 21:30:00,Atlético Madrid,Team 28,"[""Jan Oblak_13_AM"", ""José María Giménez_2_AM"", ""Geoffrey Kondogbia_4_AM"", ""Thomas Lemar_11_AM"", ""Antoine Griezmann_7_AM"", ""Marcos Llorente_14_AM"", ""Stefan Savić_15_AM"", ""Álvaro Morata_19_AM"", ""Sergio Reguilón_3_AM"", ""Pablo Barrios_8_AM""]","[""Édgar Badía_13_E"", ""Diego González_4_E"", ""Pedro Bigas_6_E"", ""Raúl Guti_8_E"", ""Álex Collado_15_E"", ""Pere Milla_10_E"", ""Helibelton Palacios_14_E"", ""Ezequiel Ponce_19_E"", ""Omar Mascarell_21_E"", ""Carlos Clerc_23_E""]",0.07,0.03,15
78025,13616,2022-12-29 21:30:00,Atlético Madrid,Team 28,"[""Jan Oblak_13_AM"", ""José María Giménez_2_AM"", ""Geoffrey Kondogbia_4_AM"", ""Thomas Lemar_11_AM"", ""Antoine Griezmann_7_AM"", ""Marcos Llorente_14_AM"", ""Stefan Savić_15_AM"", ""Álvaro Morata_19_AM"", ""Sergio Reguilón_3_AM"", ""Pablo Barrios_8_AM""]","[""Édgar Badía_13_E"", ""Diego González_4_E"", ""Pedro Bigas_6_E"", ""Raúl Guti_8_E"", ""Álex Collado_15_E"", ""Pere Milla_10_E"", ""Helibelton Palacios_14_E"", ""Ezequiel Ponce_19_E"", ""Omar Mascarell_21_E"", ""Carlos Clerc_23_E""]",0.19,0.01,15
78026,13616,2022-12-29 21:30:00,Atlético Madrid,Team 28,"[""Jan Oblak_13_AM"", ""José María Giménez_2_AM"", ""Geoffrey Kondogbia_4_AM"", ""Thomas Lemar_11_AM"", ""Antoine Griezmann_7_AM"", ""Marcos Llorente_14_AM"", ""Stefan Savić_15_AM"", ""Álvaro Morata_19_AM"", ""Sergio Reguilón_3_AM"", ""Pablo Barrios_8_AM""]","[""Édgar Badía_13_E"", ""Diego González_4_E"", ""Pedro Bigas_6_E"", ""Raúl Guti_8_E"", ""Álex Collado_15_E"", ""Pere Milla_10_E"", ""Helibelton Palacios_14_E"", ""Ezequiel Ponce_19_E"", ""Omar Mascarell_21_E"", ""Carlos Clerc_23_E""]",0.14,0.03,18
78027,13616,2022-12-29 21:30:00,Atlético Madrid,Team 28,"[""Jan Oblak_13_AM"", ""José María Giménez_2_AM"", ""Geoffrey Kondogbia_4_AM"", ""Thomas Lemar_11_AM"", ""Antoine Griezmann_7_AM"", ""Marcos Llorente_14_AM"", ""Stefan Savić_15_AM"", ""Álvaro Morata_19_AM"", ""Sergio Reguilón_3_AM"", ""Pablo Barrios_8_AM""]","[""Édgar Badía_13_E"", ""Diego González_4_E"", ""Pedro Bigas_6_E"", ""Raúl Guti_8_E"", ""Álex Collado_15_E"", ""Pere Milla_10_E"", ""Helibelton Palacios_14_E"", ""Ezequiel Ponce_19_E"", ""Omar Mascarell_21_E"", ""Carlos Clerc_23_E""]",0.0,0.0,1
78028,13616,2022-12-29 21:30:00,Atlético Madrid,Team 28,"[""Jan Oblak_13_AM"", ""José María Giménez_2_AM"", ""Geoffrey Kondogbia_4_AM"", ""Thomas Lemar_11_AM"", ""Antoine Griezmann_7_AM"", ""Marcos Llorente_14_AM"", ""Stefan Savić_15_AM"", ""Álvaro Morata_19_AM"", ""Sergio Reguilón_3_AM"", ""Pablo Barrios_8_AM""]","[""Édgar Badía_13_E"", ""Diego González_4_E"", ""Pedro Bigas_6_E"", ""Raúl Guti_8_E"", ""Álex Collado_15_E"", ""Pere Milla_10_E"", ""Helibelton Palacios_14_E"", ""Ezequiel Ponce_19_E"", ""Omar Mascarell_21_E"", ""Carlos Clerc_23_E""]",0.39,0.0,7
78029,13616,2022-12-29 21:30:00,Atlético Madrid,Team 28,"[""Jan Oblak_13_AM"", ""José María Giménez_2_AM"", ""Geoffrey Kondogbia_4_AM"", ""Thomas Lemar_11_AM"", ""Antoine Griezmann_7_AM"", ""Marcos Llorente_14_AM"", ""Stefan Savić_15_AM"", ""Álvaro Morata_19_AM"", ""Sergio Reguilón_3_AM"", ""Pablo Barrios_8_AM""]","[""Édgar Badía_13_E"", ""Diego González_4_E"", ""Pedro Bigas_6_E"", ""Raúl Guti_8_E"", ""Álex Collado_15_E"", ""Pere Milla_10_E"", ""Helibelton Palacios_14_E"", ""Ezequiel Ponce_19_E"", ""Omar Mascarell_21_E"", ""Carlos Clerc_23_E""]",0.77,0.0,3
78030,13616,2022-12-29 21:30:00,Atlético Madrid,Team 28,"[""Jan Oblak_13_AM"", ""José María Giménez_2_AM"", ""Geoffrey Kondogbia_4_AM"", ""Thomas Lemar_11_AM"", ""Antoine Griezmann_7_AM"", ""Marcos Llorente_14_AM"", ""Stefan Savić_15_AM"", ""Álvaro Morata_19_AM"", ""Sergio Reguilón_3_AM"", ""Pablo Barrios_8_AM""]","[""Édgar Badía_13_E"", ""Diego González_4_E"", ""Pedro Bigas_6_E"", ""Raúl Guti_8_E"", ""Álex Collado_15_E"", ""Pere Milla_10_E"", ""Helibelton Palacios_14_E"", ""Ezequiel Ponce_19_E"", ""Omar Mascarell_21_E"", ""Carlos Clerc_23_E""]",0.0,0.0,1
78031,13616,2022-12-29 21:30:00,Atlético Madrid,Team 28,"[""Jan Oblak_13_AM"", ""José María Giménez_2_AM"", ""Geoffrey Kondogbia_4_AM"", ""Thomas Lemar_11_AM"", ""Antoine Griezmann_7_AM"", ""Marcos Llorente_14_AM"", ""Stefan Savić_15_AM"", ""Álvaro Morata_19_AM"", ""Sergio Reguilón_3_AM"", ""Pablo Barrios_8_AM""]","[""Édgar Badía_13_E"", ""Diego González_4_E"", ""Pedro Bigas_6_E"", ""Raúl Guti_8_E"", ""Álex Collado_15_E"", ""Pere Milla_10_E"", ""Helibelton Palacios_14_E"", ""Ezequiel Ponce_19_E"", ""Omar Mascarell_21_E"", ""Carlos Clerc_23_E""]",0.0,0.0,3
78032,13616,2022-12-29 21:30:00,Atlético Madrid,Team 28,"[""Jan Oblak_13_AM"", ""José María Giménez_2_AM"", ""Geoffrey Kondogbia_4_AM"", ""Thomas Lemar_11_AM"", ""Antoine Griezmann_7_AM"", ""Marcos Llorente_14_AM"", ""Stefan Savić_15_AM"", ""Álvaro Morata_19_AM"", ""Sergio Reguilón_3_AM"", ""Pablo Barrios_8_AM""]","[""Édgar Badía_13_E"", ""Diego González_4_E"", ""Pedro Bigas_6_E"", ""Raúl Guti_8_E"", ""Álex Collado_15_E"", ""Pere Milla_10_E"", ""Helibelton Palacios_14_E"", ""Ezequiel Ponce_19_E"", ""Omar Mascarell_21_E"", ""Carlos Clerc_23_E""]",0.07,0.0,6
78033,13616,2022-12-29 21:30:00,Atlético Madrid,Team 28,"[""Jan Oblak_13_AM"", ""José María Giménez_2_AM"", ""Geoffrey Kondogbia_4_AM"", ""Thomas Lemar_11_AM"", ""Antoine Griezmann_7_AM"", ""Marcos Llorente_14_AM"", ""Stefan Savić_15_AM"", ""Álvaro Morata_19_AM"", ""Sergio Reguilón_3_AM"", ""Pablo Barrios_8_AM""]","[""Édgar Badía_13_E"", ""Diego González_4_E"", ""Pedro Bigas_6_E"", ""Raúl Guti_8_E"", ""Álex Collado_15_E"", ""Pere Milla_10_E"", ""Helibelton Palacios_14_E"", ""Ezequiel Ponce_19_E"", ""Omar Mascarell_21_E"", ""Carlos Clerc_23_E""]",0.0,0.0,3
78034,13616,2022-12-29 21:30:00,Atlético Madrid,Team 28,"[""Jan Oblak_13_AM"", ""José María Giménez_2_AM"", ""Geoffrey Kondogbia_4_AM"", ""Thomas Lemar_11_AM"", ""Antoine Griezmann_7_AM"", ""Marcos Llorente_14_AM"", ""Stefan Savić_15_AM"", ""Álvaro Morata_19_AM"", ""Sergio Reguilón_3_AM"", ""Pablo Barrios_8_AM""]","[""Édgar Badía_13_E"", ""Diego González_4_E"", ""Pedro Bigas_6_E"", ""Raúl Guti_8_E"", ""Álex Collado_15_E"", ""Pere Milla_10_E"", ""Helibelton Palacios_14_E"", ""Ezequiel Ponce_19_E"", ""Omar Mascarell_21_E"", ""Carlos Clerc_23_E""]",0.07,0.13,5
78035,13616,2022-12-29 21:30:00,Atlético Madrid,Team 28,"[""Jan Oblak_13_AM"", ""José María Giménez_2_AM"", ""Geoffrey Kondogbia_4_AM"", ""Thomas Lemar_11_AM"", ""Antoine Griezmann_7_AM"", ""Marcos Llorente_14_AM"", ""Stefan Savić_15_AM"", ""Álvaro Morata_19_AM"", ""Sergio Reguilón_3_AM"", ""Pablo Barrios_8_AM""]","[""Édgar Badía_13_E"", ""Diego González_4_E"", ""Pedro Bigas_6_E"", ""Raúl Guti_8_E"", ""Álex Collado_15_E"", ""Pere Milla_10_E"", ""Helibelton Palacios_14_E"", ""Ezequiel Ponce_19_E"", ""Omar Mascarell_21_E"", ""Carlos Clerc_23_E""]",0.0,0.0,1
